Latitude,Longitude,System_ID,unit,value,Time_UTC,Temperature_diff_K,,Datum,Uhrzeit,Zeitdifferenz,UhrzeitUTC,Rest,Uhrzeit umgewandelt in Text,,
51.97499,7.63969,1,°C,16.04,2019-07-16T19:30:23.000Z,0.1,,2019-07-16T,21:30:23,02:00:00,19:30:23,.000Z,19:30:23,,
51.97499,7.63969,1,°C,16.04,2019-07-16T19:30:24.000Z,0.1,,2019-07-16T,21:30:24,02:00:00,19:30:24,.000Z,19:30:24,,
51.97503,7.63976,1,°C,16.07,2019-07-16T19:30:25.000Z,0.2,,2019-07-16T,21:30:25,02:00:00,19:30:25,.000Z,19:30:25,,
51.97503,7.63976,1,°C,16.04,2019-07-16T19:30:26.000Z,0.1,,2019-07-16T,21:30:26,02:00:00,19:30:26,.000Z,19:30:26,,
51.97507,7.63981,1,°C,16.05,2019-07-16T19:30:27.000Z,0.1,,2019-07-16T,21:30:27,02:00:00,19:30:27,.000Z,19:30:27,,
51.97507,7.63981,1,°C,16.07,2019-07-16T19:30:28.000Z,0.2,,2019-07-16T,21:30:28,02:00:00,19:30:28,.000Z,19:30:28,,
51.97507,7.63981,1,°C,16.07,2019-07-16T19:30:29.000Z,0.2,,2019-07-16T,21:30:29,02:00:00,19:30:29,.000Z,19:30:29,,
51.97509,7.63984,1,°C,16.07,2019-07-16T19:30:30.000Z,0.2,,2019-07-16T,21:30:30,02:00:00,19:30:30,.000Z,19:30:30,,
51.97509,7.63984,1,°C,16.07,2019-07-16T19:30:31.000Z,0.2,,2019-07-16T,21:30:31,02:00:00,19:30:31,.000Z,19:30:31,,
51.97513,7.63991,1,°C,16.05,2019-07-16T19:30:32.000Z,0.1,,2019-07-16T,21:30:32,02:00:00,19:30:32,.000Z,19:30:32,,
51.97513,7.63991,1,°C,16.04,2019-07-16T19:30:33.000Z,0.1,,2019-07-16T,21:30:33,02:00:00,19:30:33,.000Z,19:30:33,,
51.97513,7.63991,1,°C,16.05,2019-07-16T19:30:34.000Z,0.1,,2019-07-16T,21:30:34,02:00:00,19:30:34,.000Z,19:30:34,,
51.97515,7.63994,1,°C,16.04,2019-07-16T19:30:35.000Z,0.1,,2019-07-16T,21:30:35,02:00:00,19:30:35,.000Z,19:30:35,,
51.97515,7.63997,1,°C,16.05,2019-07-16T19:30:36.000Z,0.1,,2019-07-16T,21:30:36,02:00:00,19:30:36,.000Z,19:30:36,,
51.97517,7.63997,1,°C,16.07,2019-07-16T19:30:37.000Z,0.2,,2019-07-16T,21:30:37,02:00:00,19:30:37,.000Z,19:30:37,,
51.97521,7.64002,1,°C,16.05,2019-07-16T19:30:38.000Z,0.1,,2019-07-16T,21:30:38,02:00:00,19:30:38,.000Z,19:30:38,,
51.97521,7.64002,1,°C,16.05,2019-07-16T19:30:39.000Z,0.1,,2019-07-16T,21:30:39,02:00:00,19:30:39,.000Z,19:30:39,,
51.97521,7.64002,1,°C,16.05,2019-07-16T19:30:40.000Z,0.1,,2019-07-16T,21:30:40,02:00:00,19:30:40,.000Z,19:30:40,,
51.97522,7.64007,1,°C,16.04,2019-07-16T19:30:41.000Z,0.1,,2019-07-16T,21:30:41,02:00:00,19:30:41,.000Z,19:30:41,,
51.97522,7.64007,1,°C,16.02,2019-07-16T19:30:42.000Z,0.1,,2019-07-16T,21:30:42,02:00:00,19:30:42,.000Z,19:30:42,,
51.97522,7.64008,1,°C,16.05,2019-07-16T19:30:43.000Z,0.1,,2019-07-16T,21:30:43,02:00:00,19:30:43,.000Z,19:30:43,,
51.97522,7.64008,1,°C,16.02,2019-07-16T19:30:44.000Z,0.1,,2019-07-16T,21:30:44,02:00:00,19:30:44,.000Z,19:30:44,,
51.97522,7.64007,1,°C,16.04,2019-07-16T19:30:45.000Z,0.1,,2019-07-16T,21:30:45,02:00:00,19:30:45,.000Z,19:30:45,,
51.97522,7.64007,1,°C,16.04,2019-07-16T19:30:46.000Z,0.1,,2019-07-16T,21:30:46,02:00:00,19:30:46,.000Z,19:30:46,,
51.97522,7.64009,1,°C,16.02,2019-07-16T19:30:47.000Z,0.1,,2019-07-16T,21:30:47,02:00:00,19:30:47,.000Z,19:30:47,,
51.97522,7.6401,1,°C,16.02,2019-07-16T19:30:48.000Z,0.1,,2019-07-16T,21:30:48,02:00:00,19:30:48,.000Z,19:30:48,,
51.97522,7.6401,1,°C,16.02,2019-07-16T19:30:49.000Z,0.1,,2019-07-16T,21:30:49,02:00:00,19:30:49,.000Z,19:30:49,,
51.97521,7.64014,1,°C,16.02,2019-07-16T19:30:50.000Z,0.1,,2019-07-16T,21:30:50,02:00:00,19:30:50,.000Z,19:30:50,,
51.97521,7.64014,1,°C,16.04,2019-07-16T19:30:51.000Z,0.1,,2019-07-16T,21:30:51,02:00:00,19:30:51,.000Z,19:30:51,,
51.97522,7.64018,1,°C,16.04,2019-07-16T19:30:52.000Z,0.1,,2019-07-16T,21:30:52,02:00:00,19:30:52,.000Z,19:30:52,,
51.97522,7.64018,1,°C,16.02,2019-07-16T19:30:53.000Z,0.1,,2019-07-16T,21:30:53,02:00:00,19:30:53,.000Z,19:30:53,,
51.97523,7.64018,1,°C,16.02,2019-07-16T19:30:54.000Z,0.1,,2019-07-16T,21:30:54,02:00:00,19:30:54,.000Z,19:30:54,,
51.97523,7.64018,1,°C,16.01,2019-07-16T19:30:55.000Z,0.1,,2019-07-16T,21:30:55,02:00:00,19:30:55,.000Z,19:30:55,,
51.97523,7.64018,1,°C,16.01,2019-07-16T19:30:56.000Z,0.1,,2019-07-16T,21:30:56,02:00:00,19:30:56,.000Z,19:30:56,,
51.97523,7.64018,1,°C,16.01,2019-07-16T19:30:57.000Z,0.1,,2019-07-16T,21:30:57,02:00:00,19:30:57,.000Z,19:30:57,,
51.97523,7.64018,1,°C,16.02,2019-07-16T19:30:58.000Z,0.1,,2019-07-16T,21:30:58,02:00:00,19:30:58,.000Z,19:30:58,,
51.97523,7.64015,1,°C,16.01,2019-07-16T19:30:59.000Z,0.1,,2019-07-16T,21:30:59,02:00:00,19:30:59,.000Z,19:30:59,,
51.97523,7.64017,1,°C,16.02,2019-07-16T19:31:00.000Z,0.1,,2019-07-16T,21:31:00,02:00:00,19:31:00,.000Z,19:31:00,,
51.97526,7.64017,1,°C,16.01,2019-07-16T19:31:01.000Z,0.1,,2019-07-16T,21:31:01,02:00:00,19:31:01,.000Z,19:31:01,,
51.97527,7.64019,1,°C,16.01,2019-07-16T19:31:02.000Z,0.1,,2019-07-16T,21:31:02,02:00:00,19:31:02,.000Z,19:31:02,,
51.97527,7.64019,1,°C,16,2019-07-16T19:31:03.000Z,0.1,,2019-07-16T,21:31:03,02:00:00,19:31:03,.000Z,19:31:03,,
51.97528,7.64023,1,°C,16,2019-07-16T19:31:04.000Z,0.1,,2019-07-16T,21:31:04,02:00:00,19:31:04,.000Z,19:31:04,,
51.97528,7.64023,1,°C,15.97,2019-07-16T19:31:05.000Z,0.1,,2019-07-16T,21:31:05,02:00:00,19:31:05,.000Z,19:31:05,,
51.97529,7.64024,1,°C,15.96,2019-07-16T19:31:06.000Z,0.1,,2019-07-16T,21:31:06,02:00:00,19:31:06,.000Z,19:31:06,,
51.97531,7.64021,1,°C,15.96,2019-07-16T19:31:07.000Z,0.1,,2019-07-16T,21:31:07,02:00:00,19:31:07,.000Z,19:31:07,,
51.97531,7.64021,1,°C,15.97,2019-07-16T19:31:08.000Z,0.1,,2019-07-16T,21:31:08,02:00:00,19:31:08,.000Z,19:31:08,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:09.000Z,0.0,,2019-07-16T,21:31:09,02:00:00,19:31:09,.000Z,19:31:09,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:10.000Z,0.0,,2019-07-16T,21:31:10,02:00:00,19:31:10,.000Z,19:31:10,,
51.97531,7.64021,1,°C,15.93,2019-07-16T19:31:11.000Z,0.0,,2019-07-16T,21:31:11,02:00:00,19:31:11,.000Z,19:31:11,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:12.000Z,0.0,,2019-07-16T,21:31:12,02:00:00,19:31:12,.000Z,19:31:12,,
51.97531,7.64021,1,°C,15.96,2019-07-16T19:31:13.000Z,0.1,,2019-07-16T,21:31:13,02:00:00,19:31:13,.000Z,19:31:13,,
51.97531,7.64021,1,°C,15.96,2019-07-16T19:31:14.000Z,0.1,,2019-07-16T,21:31:14,02:00:00,19:31:14,.000Z,19:31:14,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:15.000Z,0.0,,2019-07-16T,21:31:15,02:00:00,19:31:15,.000Z,19:31:15,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:16.000Z,0.0,,2019-07-16T,21:31:16,02:00:00,19:31:16,.000Z,19:31:16,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:17.000Z,0.0,,2019-07-16T,21:31:17,02:00:00,19:31:17,.000Z,19:31:17,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:18.000Z,0.0,,2019-07-16T,21:31:18,02:00:00,19:31:18,.000Z,19:31:18,,
51.97531,7.64021,1,°C,15.93,2019-07-16T19:31:19.000Z,0.0,,2019-07-16T,21:31:19,02:00:00,19:31:19,.000Z,19:31:19,,
51.97531,7.64021,1,°C,15.96,2019-07-16T19:31:20.000Z,0.1,,2019-07-16T,21:31:20,02:00:00,19:31:20,.000Z,19:31:20,,
51.97531,7.64021,1,°C,15.94,2019-07-16T19:31:21.000Z,0.0,,2019-07-16T,21:31:21,02:00:00,19:31:21,.000Z,19:31:21,,
51.97538,7.63995,1,°C,15.94,2019-07-16T19:31:22.000Z,0.0,,2019-07-16T,21:31:22,02:00:00,19:31:22,.000Z,19:31:22,,
51.97538,7.63995,1,°C,15.96,2019-07-16T19:31:23.000Z,0.1,,2019-07-16T,21:31:23,02:00:00,19:31:23,.000Z,19:31:23,,
51.97537,7.63997,1,°C,15.97,2019-07-16T19:31:24.000Z,0.1,,2019-07-16T,21:31:24,02:00:00,19:31:24,.000Z,19:31:24,,
51.97537,7.63999,1,°C,15.97,2019-07-16T19:31:25.000Z,0.1,,2019-07-16T,21:31:25,02:00:00,19:31:25,.000Z,19:31:25,,
51.97538,7.63999,1,°C,15.97,2019-07-16T19:31:26.000Z,0.1,,2019-07-16T,21:31:26,02:00:00,19:31:26,.000Z,19:31:26,,
51.97538,7.63999,1,°C,15.97,2019-07-16T19:31:27.000Z,0.1,,2019-07-16T,21:31:27,02:00:00,19:31:27,.000Z,19:31:27,,
51.97538,7.63999,1,°C,15.97,2019-07-16T19:31:28.000Z,0.1,,2019-07-16T,21:31:28,02:00:00,19:31:28,.000Z,19:31:28,,
51.97538,7.63999,1,°C,15.97,2019-07-16T19:31:29.000Z,0.1,,2019-07-16T,21:31:29,02:00:00,19:31:29,.000Z,19:31:29,,
51.97538,7.63999,1,°C,15.97,2019-07-16T19:31:30.000Z,0.1,,2019-07-16T,21:31:30,02:00:00,19:31:30,.000Z,19:31:30,,
51.97538,7.63999,1,°C,15.96,2019-07-16T19:31:31.000Z,0.1,,2019-07-16T,21:31:31,02:00:00,19:31:31,.000Z,19:31:31,,
51.97538,7.63999,1,°C,15.97,2019-07-16T19:31:32.000Z,0.1,,2019-07-16T,21:31:32,02:00:00,19:31:32,.000Z,19:31:32,,
51.97541,7.64001,1,°C,15.97,2019-07-16T19:31:33.000Z,0.1,,2019-07-16T,21:31:33,02:00:00,19:31:33,.000Z,19:31:33,,
51.97541,7.64001,1,°C,15.97,2019-07-16T19:31:34.000Z,0.1,,2019-07-16T,21:31:34,02:00:00,19:31:34,.000Z,19:31:34,,
51.97541,7.63999,1,°C,15.96,2019-07-16T19:31:35.000Z,0.1,,2019-07-16T,21:31:35,02:00:00,19:31:35,.000Z,19:31:35,,
51.97541,7.63996,1,°C,16,2019-07-16T19:31:36.000Z,0.1,,2019-07-16T,21:31:36,02:00:00,19:31:36,.000Z,19:31:36,,
51.97543,7.63996,1,°C,15.97,2019-07-16T19:31:37.000Z,0.1,,2019-07-16T,21:31:37,02:00:00,19:31:37,.000Z,19:31:37,,
51.97543,7.63997,1,°C,15.97,2019-07-16T19:31:38.000Z,0.1,,2019-07-16T,21:31:38,02:00:00,19:31:38,.000Z,19:31:38,,
51.97543,7.63997,1,°C,15.96,2019-07-16T19:31:39.000Z,0.1,,2019-07-16T,21:31:39,02:00:00,19:31:39,.000Z,19:31:39,,
51.97545,7.63995,1,°C,16,2019-07-16T19:31:40.000Z,0.1,,2019-07-16T,21:31:40,02:00:00,19:31:40,.000Z,19:31:40,,
51.97545,7.63995,1,°C,15.97,2019-07-16T19:31:41.000Z,0.1,,2019-07-16T,21:31:41,02:00:00,19:31:41,.000Z,19:31:41,,
51.97545,7.63994,1,°C,16,2019-07-16T19:31:42.000Z,0.1,,2019-07-16T,21:31:42,02:00:00,19:31:42,.000Z,19:31:42,,
51.97545,7.63994,1,°C,15.97,2019-07-16T19:31:43.000Z,0.1,,2019-07-16T,21:31:43,02:00:00,19:31:43,.000Z,19:31:43,,
51.97547,7.6399,1,°C,15.97,2019-07-16T19:31:44.000Z,0.1,,2019-07-16T,21:31:44,02:00:00,19:31:44,.000Z,19:31:44,,
51.97547,7.63985,1,°C,15.97,2019-07-16T19:31:45.000Z,0.1,,2019-07-16T,21:31:45,02:00:00,19:31:45,.000Z,19:31:45,,
51.97549,7.63985,1,°C,15.96,2019-07-16T19:31:46.000Z,0.1,,2019-07-16T,21:31:46,02:00:00,19:31:46,.000Z,19:31:46,,
51.9755,7.63983,1,°C,15.97,2019-07-16T19:31:47.000Z,0.1,,2019-07-16T,21:31:47,02:00:00,19:31:47,.000Z,19:31:47,,
51.9755,7.63983,1,°C,15.97,2019-07-16T19:31:48.000Z,0.1,,2019-07-16T,21:31:48,02:00:00,19:31:48,.000Z,19:31:48,,
51.97552,7.63981,1,°C,15.97,2019-07-16T19:31:49.000Z,0.1,,2019-07-16T,21:31:49,02:00:00,19:31:49,.000Z,19:31:49,,
51.97552,7.63977,1,°C,16.01,2019-07-16T19:31:50.000Z,0.1,,2019-07-16T,21:31:50,02:00:00,19:31:50,.000Z,19:31:50,,
51.97551,7.63977,1,°C,15.96,2019-07-16T19:31:51.000Z,0.1,,2019-07-16T,21:31:51,02:00:00,19:31:51,.000Z,19:31:51,,
51.97551,7.63975,1,°C,16.01,2019-07-16T19:31:52.000Z,0.1,,2019-07-16T,21:31:52,02:00:00,19:31:52,.000Z,19:31:52,,
51.97551,7.63975,1,°C,16,2019-07-16T19:31:53.000Z,0.1,,2019-07-16T,21:31:53,02:00:00,19:31:53,.000Z,19:31:53,,
51.97556,7.63973,1,°C,15.96,2019-07-16T19:31:54.000Z,0.1,,2019-07-16T,21:31:54,02:00:00,19:31:54,.000Z,19:31:54,,
51.97556,7.63973,1,°C,15.96,2019-07-16T19:31:55.000Z,0.1,,2019-07-16T,21:31:55,02:00:00,19:31:55,.000Z,19:31:55,,
51.97556,7.63973,1,°C,15.97,2019-07-16T19:31:56.000Z,0.1,,2019-07-16T,21:31:56,02:00:00,19:31:56,.000Z,19:31:56,,
51.97556,7.63973,1,°C,15.97,2019-07-16T19:31:57.000Z,0.1,,2019-07-16T,21:31:57,02:00:00,19:31:57,.000Z,19:31:57,,
51.97556,7.63973,1,°C,15.97,2019-07-16T19:31:58.000Z,0.1,,2019-07-16T,21:31:58,02:00:00,19:31:58,.000Z,19:31:58,,
51.97556,7.63973,1,°C,15.97,2019-07-16T19:31:59.000Z,0.1,,2019-07-16T,21:31:59,02:00:00,19:31:59,.000Z,19:31:59,,
51.97556,7.63973,1,°C,15.96,2019-07-16T19:32:00.000Z,0.1,,2019-07-16T,21:32:00,02:00:00,19:32:00,.000Z,19:32:00,,
51.9757,7.63977,1,°C,15.96,2019-07-16T19:32:01.000Z,0.1,,2019-07-16T,21:32:01,02:00:00,19:32:01,.000Z,19:32:01,,
51.9757,7.63977,1,°C,15.96,2019-07-16T19:32:02.000Z,0.1,,2019-07-16T,21:32:02,02:00:00,19:32:02,.000Z,19:32:02,,
51.97572,7.63977,1,°C,15.97,2019-07-16T19:32:03.000Z,0.1,,2019-07-16T,21:32:03,02:00:00,19:32:03,.000Z,19:32:03,,
51.97573,7.63976,1,°C,15.96,2019-07-16T19:32:04.000Z,0.1,,2019-07-16T,21:32:04,02:00:00,19:32:04,.000Z,19:32:04,,
51.97573,7.63976,1,°C,15.97,2019-07-16T19:32:05.000Z,0.1,,2019-07-16T,21:32:05,02:00:00,19:32:05,.000Z,19:32:05,,
51.97576,7.63976,1,°C,15.97,2019-07-16T19:32:06.000Z,0.1,,2019-07-16T,21:32:06,02:00:00,19:32:06,.000Z,19:32:06,,
51.97576,7.63976,1,°C,15.96,2019-07-16T19:32:07.000Z,0.1,,2019-07-16T,21:32:07,02:00:00,19:32:07,.000Z,19:32:07,,
51.97578,7.63975,1,°C,15.97,2019-07-16T19:32:08.000Z,0.1,,2019-07-16T,21:32:08,02:00:00,19:32:08,.000Z,19:32:08,,
51.97578,7.63975,1,°C,16,2019-07-16T19:32:09.000Z,0.1,,2019-07-16T,21:32:09,02:00:00,19:32:09,.000Z,19:32:09,,
51.9758,7.63976,1,°C,15.97,2019-07-16T19:32:10.000Z,0.1,,2019-07-16T,21:32:10,02:00:00,19:32:10,.000Z,19:32:10,,
51.9758,7.63977,1,°C,15.96,2019-07-16T19:32:11.000Z,0.1,,2019-07-16T,21:32:11,02:00:00,19:32:11,.000Z,19:32:11,,
51.97584,7.63977,1,°C,15.97,2019-07-16T19:32:12.000Z,0.1,,2019-07-16T,21:32:12,02:00:00,19:32:12,.000Z,19:32:12,,
51.97586,7.63978,1,°C,15.96,2019-07-16T19:32:13.000Z,0.1,,2019-07-16T,21:32:13,02:00:00,19:32:13,.000Z,19:32:13,,
51.97586,7.63978,1,°C,15.97,2019-07-16T19:32:14.000Z,0.1,,2019-07-16T,21:32:14,02:00:00,19:32:14,.000Z,19:32:14,,
51.97589,7.63977,1,°C,15.94,2019-07-16T19:32:15.000Z,0.0,,2019-07-16T,21:32:15,02:00:00,19:32:15,.000Z,19:32:15,,
51.97589,7.63977,1,°C,15.97,2019-07-16T19:32:16.000Z,0.1,,2019-07-16T,21:32:16,02:00:00,19:32:16,.000Z,19:32:16,,
51.97591,7.63976,1,°C,15.96,2019-07-16T19:32:17.000Z,0.1,,2019-07-16T,21:32:17,02:00:00,19:32:17,.000Z,19:32:17,,
51.97591,7.63976,1,°C,16,2019-07-16T19:32:18.000Z,0.1,,2019-07-16T,21:32:18,02:00:00,19:32:18,.000Z,19:32:18,,
51.97594,7.63976,1,°C,15.96,2019-07-16T19:32:19.000Z,0.1,,2019-07-16T,21:32:19,02:00:00,19:32:19,.000Z,19:32:19,,
51.97594,7.63976,1,°C,15.96,2019-07-16T19:32:20.000Z,0.1,,2019-07-16T,21:32:20,02:00:00,19:32:20,.000Z,19:32:20,,
51.97598,7.63976,1,°C,15.96,2019-07-16T19:32:21.000Z,0.1,,2019-07-16T,21:32:21,02:00:00,19:32:21,.000Z,19:32:21,,
51.97598,7.63976,1,°C,15.96,2019-07-16T19:32:22.000Z,0.1,,2019-07-16T,21:32:22,02:00:00,19:32:22,.000Z,19:32:22,,
51.97598,7.63976,1,°C,15.96,2019-07-16T19:32:23.000Z,0.1,,2019-07-16T,21:32:23,02:00:00,19:32:23,.000Z,19:32:23,,
51.97598,7.63976,1,°C,15.96,2019-07-16T19:32:24.000Z,0.1,,2019-07-16T,21:32:24,02:00:00,19:32:24,.000Z,19:32:24,,
51.97598,7.6397,1,°C,15.97,2019-07-16T19:32:25.000Z,0.1,,2019-07-16T,21:32:25,02:00:00,19:32:25,.000Z,19:32:25,,
51.97604,7.6397,1,°C,15.96,2019-07-16T19:32:26.000Z,0.1,,2019-07-16T,21:32:26,02:00:00,19:32:26,.000Z,19:32:26,,
51.97607,7.63968,1,°C,15.96,2019-07-16T19:32:27.000Z,0.1,,2019-07-16T,21:32:27,02:00:00,19:32:27,.000Z,19:32:27,,
51.97607,7.63968,1,°C,15.96,2019-07-16T19:32:28.000Z,0.1,,2019-07-16T,21:32:28,02:00:00,19:32:28,.000Z,19:32:28,,
51.97612,7.63967,1,°C,15.96,2019-07-16T19:32:29.000Z,0.1,,2019-07-16T,21:32:29,02:00:00,19:32:29,.000Z,19:32:29,,
51.97612,7.63967,1,°C,16,2019-07-16T19:32:30.000Z,0.1,,2019-07-16T,21:32:30,02:00:00,19:32:30,.000Z,19:32:30,,
51.97612,7.63967,1,°C,16,2019-07-16T19:32:31.000Z,0.1,,2019-07-16T,21:32:31,02:00:00,19:32:31,.000Z,19:32:31,,
51.97625,7.63965,1,°C,16,2019-07-16T19:32:32.000Z,0.1,,2019-07-16T,21:32:32,02:00:00,19:32:32,.000Z,19:32:32,,
51.97625,7.63965,1,°C,15.97,2019-07-16T19:32:33.000Z,0.1,,2019-07-16T,21:32:33,02:00:00,19:32:33,.000Z,19:32:33,,
51.97634,7.63966,1,°C,16,2019-07-16T19:32:34.000Z,0.1,,2019-07-16T,21:32:34,02:00:00,19:32:34,.000Z,19:32:34,,
51.97634,7.63966,1,°C,15.97,2019-07-16T19:32:35.000Z,0.1,,2019-07-16T,21:32:35,02:00:00,19:32:35,.000Z,19:32:35,,
51.97641,7.63964,1,°C,15.97,2019-07-16T19:32:36.000Z,0.1,,2019-07-16T,21:32:36,02:00:00,19:32:36,.000Z,19:32:36,,
51.97641,7.63964,1,°C,15.96,2019-07-16T19:32:37.000Z,0.1,,2019-07-16T,21:32:37,02:00:00,19:32:37,.000Z,19:32:37,,
51.9765,7.63964,1,°C,15.97,2019-07-16T19:32:38.000Z,0.1,,2019-07-16T,21:32:38,02:00:00,19:32:38,.000Z,19:32:38,,
51.9765,7.63965,1,°C,15.96,2019-07-16T19:32:39.000Z,0.1,,2019-07-16T,21:32:39,02:00:00,19:32:39,.000Z,19:32:39,,
51.97662,7.63965,1,°C,15.96,2019-07-16T19:32:40.000Z,0.1,,2019-07-16T,21:32:40,02:00:00,19:32:40,.000Z,19:32:40,,
51.97662,7.63965,1,°C,15.94,2019-07-16T19:32:41.000Z,0.0,,2019-07-16T,21:32:41,02:00:00,19:32:41,.000Z,19:32:41,,
51.97662,7.63965,1,°C,15.94,2019-07-16T19:32:42.000Z,0.0,,2019-07-16T,21:32:42,02:00:00,19:32:42,.000Z,19:32:42,,
51.97662,7.63965,1,°C,15.93,2019-07-16T19:32:43.000Z,0.0,,2019-07-16T,21:32:43,02:00:00,19:32:43,.000Z,19:32:43,,
51.97692,7.63968,1,°C,15.93,2019-07-16T19:32:44.000Z,0.0,,2019-07-16T,21:32:44,02:00:00,19:32:44,.000Z,19:32:44,,
51.97692,7.63968,1,°C,15.92,2019-07-16T19:32:45.000Z,0.0,,2019-07-16T,21:32:45,02:00:00,19:32:45,.000Z,19:32:45,,
51.97701,7.63965,1,°C,15.92,2019-07-16T19:32:46.000Z,0.0,,2019-07-16T,21:32:46,02:00:00,19:32:46,.000Z,19:32:46,,
51.97701,7.63965,1,°C,15.9,2019-07-16T19:32:47.000Z,0.0,,2019-07-16T,21:32:47,02:00:00,19:32:47,.000Z,19:32:47,,
51.97701,7.63965,1,°C,15.93,2019-07-16T19:32:48.000Z,0.0,,2019-07-16T,21:32:48,02:00:00,19:32:48,.000Z,19:32:48,,
51.97701,7.63965,1,°C,15.92,2019-07-16T19:32:49.000Z,0.0,,2019-07-16T,21:32:49,02:00:00,19:32:49,.000Z,19:32:49,,
51.97701,7.63965,1,°C,15.93,2019-07-16T19:32:50.000Z,0.0,,2019-07-16T,21:32:50,02:00:00,19:32:50,.000Z,19:32:50,,
51.97701,7.63954,1,°C,15.9,2019-07-16T19:32:51.000Z,0.0,,2019-07-16T,21:32:51,02:00:00,19:32:51,.000Z,19:32:51,,
51.97746,7.63954,1,°C,15.92,2019-07-16T19:32:52.000Z,0.0,,2019-07-16T,21:32:52,02:00:00,19:32:52,.000Z,19:32:52,,
51.97746,7.63954,1,°C,15.92,2019-07-16T19:32:53.000Z,0.0,,2019-07-16T,21:32:53,02:00:00,19:32:53,.000Z,19:32:53,,
51.97746,7.63955,1,°C,15.93,2019-07-16T19:32:54.000Z,0.0,,2019-07-16T,21:32:54,02:00:00,19:32:54,.000Z,19:32:54,,
